taxa_name	pectoral_fin	pectoral_fin_inferred
Elassodiscus_tremebundus	1	2
Anabantidae	1	1
Boulengerella_lateristriga	1	2
Corydoras_stenocephalus	1	2
Adelosebastes_latens	1	2
Notoglanidium_pallidum	1	2
Hypopygus_lepturus	1	2
Peckoltia_sp._2_Armbruster_2004	1	2
Imparfinis_borodini	1	2
Iotichthys_phlegethontis	1	2
Scoloplacidae	1	2
Acanthocleithron_chapini	1	2
Amaralia_n._sp._Friel_1994	1	2
Chaetostoma_sp._Friel_1994	1	2
Cephalosilurus_albomarginatus	1	2
Hypostomus_plecostomus	1	2
Mastacembelus_flavomarginatus	1	1
Clinostomus_funduloides	1	2
Assiculoides	1	1
Hypostomus_micromaculatus	1	2
Benthalbella_elongata	1	2
Olivaichthys_viedmensis	1	2
Hara_jerdoni	1	2
Boraras_maculatus	1	2
Yasuhikotakia_modesta	1	2
Microglanis_aff._iberingi_Shibatta_1998	1	2
Ameiurus_catus	1	2
Xenolepidichthys_dalgleishi	1	2
Cranoglanididae	1	2
Rasbora_vaterifloris	1	2
Pangasius_pangasius	1	2
Centromochlus_heckelii	1	2
Rita_rita	1	2
Soleidae	?	?
Cyprinella	1	2
Rineloricaria_lanceolata	1	2
Aspidoras_fuscoguttatus	1	2
Crossoloricaria_sp._Armbruster_2004	1	2
Synodontis_zambezensis	1	2
Notropis_chalybaeus	1	2
Bagarius_bagarius	1	2
Amphilius_jacksonii	1	2
Satan_eurystomus	1	2
Aspredinichthys_filamentosus	1	2
Mystus_sp._Kailola_2004	1	2
Clariidae	1	1
Kryptopterus_limpok	1	2
Parauchenoglanis_ngamensis	1	2
Lepidarchus_adonis	1	2
Neoarius_graeffei	1	2
Centromochlus_romani	1	2
Stylephoridae	1	1
Tachysurus_fulvidraco	1	2
Genus_sp._1_Royero_1999	1	2
Gonorynchiformes	1	2
Notropis_ariommus	1	2
Micronemacheilus_pulcher	1	2
Microlepidogaster_perforatus	1	2
Nematogenys_inermis	1	2
Trachelyichthys_decaradiatus	1	2
Hemibagrus_hainanensis	1	2
Ameiurus_serracanthus	1	2
Sciades_felis	1	2
Genidens_genidens	1	2
Hypophthalmus_edentatus	1	2
Wertheimeria	1	2
Rhaphiodon_vulpinus	1	2
Oligosarcus_argenteus	1	2
Chalceus_erythrurus	1	2
Platystacus_cotylephorus	1	2
Indonotothenia	1	2
Pseudecheneis_sulcata	1	2
Cetopsorhamdia_molinae	1	2
Nocomis_leptocephalus	1	2
Astroblepus_festae_sp._1_Mo_1991	1	2
Nocomis_raneyi	1	2
Ameiurus_platycephalus	1	2
Alabes_hoesei	0	0
Triportheus_nematurus	1	2
Hypostomus_cordovae	1	2
Phyllonemus_filinemus	1	2
Nemuroglanis_lanceolatus	1	2
Orthrias_tigris	1	2
Neosilurus_sp._Kailola_2004	1	2
Notoglanidium_walkeri	1	2
Parasilurus_asotus	1	2
Synodontis_katangae	1	2
Remora_remora	1	2
Hemisynodontis_membranaceus	1	2
Indoreonectes_evezardi	1	2
Cheilinus_oxycephalus	1	2
Pareiorhina_sp._Armbruster_2004	1	2
Chaetostoma_sovichthys	1	2
Micralestes_acutidens	1	2
Gnathocharax_steindachneri	1	2
Acestrorhynchus_falcatus	1	2
Pseudobagrus_longirostris	1	2
Danionella_translucida	1	2
Bryconaethiops_microstoma	1	2
Notropis_stilbius	1	2
Phenacogrammus_major	1	2
Hypostomus_sp._Schaefer_1987	1	2
Sperata_aor	1	2
Anotopterus_pharao	1	2
Thrissops_cephalus	1	2
Pseudeutropius_brachypopterus	1	2
Parachiloglanis_hodgarti	1	2
Horabagrus_brachysoma	1	2
Cetopsorhamdia_sp._n._C_Bockmann_1998	1	2
Liobagrus_marginatoides	1	2
Bunocephalus_aleuropsis	1	2
Pteragogus	1	2
Antigonia_capros	1	2
Arctozenus_risso	1	2
Cetopsorhamdia_sp._n._B_Bockmann_1998	1	2
Pterygoplichthys_zuliaensis	1	2
Encheliophis	0	0
Echiodon	1	1
Anaethalion_sp._Arratia_1999	1	2
Corydoras_polystictus	1	2
Pogonopoma_parahybae	1	2
Pseudolithoxus_anthrax	1	2
Pseudobagarius_baramensis	1	2
Prochilodus_vimboides	1	2
Siluranodon_auritus	1	2
Hisonotus_maculipinnis	1	2
Leptolepides_sprattiformis	1	2
Arius_arenarius	1	2
Entomocorus_n._sp._Royero_1999	1	2
Exostoma_sp._Chen_1994	1	2
Nototheniops	1	2
Pareiorhina_sp._Britto_2003	1	2
Liauchenoglanis_maculatus	1	2
Neocyema_erythrosoma	0&1	0&1
Cyprinella_xaenura	1	2
Apteronotidae	1	1
Brachypetersius_gabonensis	1	2
Ancistrus_chagresi	1	2
Compsaraia_compsus	1	2
Erimyzon_oblongus	1	2
Trachelyopterus_galeatus	1	2
Dianema_sp._Kailola_2004	1	2
Tetranematichthys_n._sp._Royero_1999	1	2
Engraulis_sp._Arratia_1999	1	2
Desmodema_lorum	1	1
Oryzias_mekongensis	1	2
Ereunias_grallator	1	1
Astroblepus_orientalis	1	2
Kronichthys_sp._1_Armbruster_2004	1	2
Chasmocranus_longior	1	2
Rhamdioglanis_frenatus	1	2
Callichthys_callichthys	1	2
Nemuroglanis_pauciradiatus	1	2
Gymnotiformes	1	2
Mystus_malabaricus	1	2
Parotocinclus_sp._Britto_2003	1	2
Notropis_potteri	1	2
Esox_sp._Fink_and_Fink_1981	1	2
Rineloricaria_sp._Britto_2003	1	2
Nocomis_effusus	1	2
Ogilbyina	1	1
Alestes_dentex	1	2
Opsariichthys_uncirostris	1	2
Aracanidae	1	2
Cetopsis_othonops	1	2
Bovichtus_variegatus	1	2
Albula_sp._Fink_and_Fink_1981	1	2
Nototheniops_nybelini	1	2
Pristigasteridae	1	1
Paraliparis_copei	1	2
Gilbertolus_atratoensis	1	2
Pleuragramma	1	2
Batasio_dayi	1	2
Pseudobagrus_taeniatus	1	2
Trichomycterus_brasiliensis	1	2
Corydoras_zygatus	1	2
Notropis_hypsilepis	1	2
Rhinichthys_osculus	1	2
Trachelyichthys_n._sp_1_Royero_1999	1	2
Synodontis_granulosa	1	2
Semotilus_atromaculatus	1	2
Profundulidae	1	2
Rasbora_kalbarensis	1	2
Mastacembelus_loennbergii	1	1
Bunocephalus_cf._knerii_Friel_1994	1	2
Tetranematichthys_quadrifilis	1	2
Lophiobagrus_cyclurus	1	2
Brachyrhamdia_heteropleura	1	2
Allocyttus_verrucosus	1	2
Pseudeutropius_mitchelli	1	2
Metavelifer	1	2
Rhinichthys_cataractae	1	2
Neotropius_acutirostris	1	2
Phenacorhamdia_sp._B_Bockmann_1998	1	2
Apteronotus_albifrons	1	2
Auchenipterus_nigripinnis	1	2
Glyptothorax_platypogonides	1	2
Hypoptopoma_sp._Schaefer_1991	1	2
Schindleriidae	1	1
Gigantura_chuni	1	1
Notropis_heterodon	1	2
Trachyglanis_minutus	1	2
Paranotothenia	1	2
Arius_africanus	1	2
Astroblepus_longifilis	1	2
Benthalbella_dentata	1	2
Hypostomus_emarginatus_1_Armbruster_2004	1	2
Wetmorella_albofasciata	1	2
Chrysichthys_nigrodigitatus	1	2
Pseudocheilinus	1	2
Pleuragramma_antarctica	1	2
Neopagetopsis_ionah	1	2
Microlepidogaster_sp._Britto_2003	1	2
Thymallus_arcticus	1	2
Brochis_multiradiatus	1	2
Cimolichthys_nepaholica	1	2
Corydoras_julii	1	2
Bunocephalus_sp._Mo_1991	1	2
Brycon_guatemalensis	1	2
Nemuroglanis_panamensis	1	2
Ameiurus_melas	1	2
Empetrichthys	1	1
Yunnanilus_pleurotaenia	1	2
Plicofollis_nella	1	2
Melanotaenia_splendida	1	2
Hoplomyzon_sexpapilostoma	1	2
Auchenipterichthys_thoracatus	1	2
Bunocephalus_verrucosus	1	2
Algansea_tincella	1	2
Gymnorhamphichthys_hypostomus	1	2
Austroglanididae	1	2
Pteronotropis_hubbsi	1	2
Hisonotus_nigricauda	1	2
Heterobranchus_bidorsalis	1	2
Ataxolepis_apus	1	1
Apeltes_quadracus	1	2
Myctophum_affine	1	2
Chiloglanis_disneyi	1	2
Hemiodus_unimaculatus	1	2
Macrhybopsis_storeriana	1	2
Lythrurus_roseipinnis	1	2
Hypoptopoma_gulare	1	2
Brycinus_derhami	1	2
Oneirodidae	1	1
Sternopygus_sp._Fink_and_Fink_1981	1	2
Mystus_wolffii	1	2
Corydoras_nanus	1	2
Pseudotocinclus_tietensis	1	2
Lophiobagrus_brevispinis	1	2
Phenacogrammus_altus	1	2
Corydoras_ornatus	1	2
Chauliodus_sloani	1	1
Notogoneus_osculus	1	2
Leiocassis_similis	1	2
Pseudauchenipterus_affinis	1	2
Channichthyidae	1	2
Notropis_leuciodus	1	2
Platytroctidae	1	1
Caulophrynidae	1	2
Dianema_longibarbis	1	2
Brycon_falcatus	1	2
Pterodoras_granulosus	1	2
Exostoma_sp._de_Pinna_1996	1	2
Diplophos_taenia	1	2
Creagrutus_sp._Fink_and_Fink_1981	1	2
Gagata_gagata	1	2
Genus_2_sp._A_Bockmann_1998	1	2
Campostoma_anomalum	1	2
Ompok_bimaculatus	1	2
Anadoras_grypus	1	2
Glanidium_ribeiroi	1	2
Psednos_groenlandicus	1	2
Pseudobagrus_tenuifurcatus	1	2
Corydoras_eques	1	2
Hisonotus_taimensis	1	2
Cathorops_hypophthalmus	1	2
Chiloglanis_congicus	1	2
Pseudomystus_myersi	1	2
Goeldiella_eques	1	2
Eurypholis_boissieri	1	2
Acanthuridae	1	1
Leporacanthicus_galaxias	1	2
Pseudeutropius_moolenburghae	1	2
Citharus_linguatula	1	2
Schizodon_fasciatus	1	2
Notropis_bifrenatus	1	2
Centrodoras_sp._Vigliotta_2008	1	2
Pachythrissops_sp._Arratia_1999	1	2
Megalops_cyprinoides	1	2
Hypostomus_commersoni	1	2
Corydoras_atropersonatus	1	2
Cyprinella_camura	1	2
Hybopsis_lineapunctata	1	2
Corydoras_panda	1	2
Ageneiosus_sp._3_Mo_1991	1	2
Macrhybopsis_gelida	1	2
Imparfinis_sp._A_Bockmann_1998	1	2
Triodontidae	1	2
Pseudocyttus_maculatus	1	2
Umbra_limi	1	2
Hybognathus_placitus	1	2
Cetopsidium_ferreirai	1	2
Platyglanis_depierrei	1	2
Harttia_sp._Armbruster_2004	1	2
Annamia_normani	1	2
Acantopsis_choirorhynchos	1	2
Panaque_sp._Friel_1994	1	2
Coreobagrus_brevicorpus	1	2
Parauchenoglanis_loennbergi	1	2
Gobiesocidae	?	?
Platydoras_costatus	1	2
Serrivomeridae	1	1
Triacanthidae	1	2
Trachelyopterus_sp._Vigliotta_2008	1	2
Uranoscopidae	1	2
Ceratiidae	1	1
Iracema_caiana	1	2
Phractura_longicauda	1	2
Liobagrus_obesus	1	2
Cyttus_novaezealandiae	1	2
Danio_rerio	1	2
Macrhybopsis_aestivalis	1	2
Pseudolaguvia_shawi	1	2
Astroblepus_sp._Fink_and_Fink_1981	1	2
Catostomus_commersonii	1	2
Rhamdia_laticauda	1	2
Ictalurus_mexicanus	1	2
Sternarchorhynchus_oxyrhynchus	1	2
Xenocharax_spilurus	1	2
Galaxias_platei	1	2
Moapa_coriacea	1	2
Thaumatichthyidae	1	1
Pholidae	1	2
Oryzias_dancena	1	2
Isbrueckerichthys_duseni	1	2
Notarius_grandicassis	1	2
Squaliforma_squalina	1	2
Otothyris_sp._Britto_2003	1	2
Nemacheilus_fasciatus	1	2
Chlopsis	0	0
Cyprinodon_variegatus	1	2
Parapteronotus_hasemani	1	2
Pseudobagrus_emarginatus	1	2
Pholis_fasciata	1	1
Histiodraco_velifer	1	2
Cyttopsis_rosea	1	2
Imparfinis_sp._cf._minutus_Bockman_1998	1	2
Hypoptopoma_sp._Britto_2003	1	2
Eurypholis_pulchellus	1	2
Synodontis_unicolor	1	2
Phractura_sp._Mo_1991	1	2
Platystacus_sp._Mo_1991	1	2
Parauchenoglanis_punctatus	1	2
Bunocephalus_sp._de_Pinna_1996	1	2
Hypoptopoma_sp._Schaefer_1987	1	2
Anaethalion_angustus	1	2
Brycinus_longipinnis	1	2
Nemuroglanis_mariai	1	2
Nannobrachium_cuprarium	1	2
Erethistidae	1	2
Abramites_sp._Fink_and_Fink_1981	1	2
Phenacorhamdia_sp._D_Bockmann_1998	1	2
Chaudhuria_caudata	1	1
Pseudopimelodidae	1	2
Porotergus_gimbeli	1	2
Centroberyx_affinis	1	2
Amphilius_longirostris	1	2
Clarotes_laticeps	1	2
Exastilithoxus_fimbriatus	1	2
Iksookimia_koreensis	1	2
Pogonopoma_wertheimeri	1	2
Domeykos_profetaesis	1	2
Congrogadus_hierichthys	1	1
Macrocephenchelys_brachialis	1	1
Megalops_sp._Fink_and_Fink_1981	1	2
Aulopus_filamentosus	1	2
Phractura_sp._Vigliotta_2008	1	2
Ameiurus_natalis	1	2
Simpsonichthys_boitonei	1	1
Glyptothorax_sp._de_Pinna_1996	1	2
Corydoras_haraldschultzi	1	2
Myctophum_obtusirostre	1	2
Cynodon_septenarius	1	2
Hybopsis_hypsinotus	1	2
Oryzias_carnaticus	1	2
Carpiodes_carpio	1	2
Ariidae	1	2
Cephalocassis_melanochir	1	2
Corydoras_metae	1	2
Hypostomus_sp._Britto_2003	1	2
Brochis_britskii	1	2
Oregonichthys_crameri	1	2
Stethopristes_eos	1	2
Dacodraco_hunteri	1	2
Panaqolus_maccus	1	2
Silurus_grahami	1	2
Bathyaethiops_caudomaculatus	1	2
Mystus_vittatus	1	2
Brachyglanis_frenatus	1	2
Chiloconger	1	1
Chionodraco_myersi	1	2
Liobagrus_anguillicauda	1	2
Synodontis_euptera	1	2
Cochlefelis_danielsi	1	2
Dolichancistrus_pediculatus	1	2
Notropis_heterolepis	1	2
Arius_arius	1	2
Tatia_aulopygia	1	2
Halidesmus	1	1
Cetopsidium_minutum	1	2
Alepisaurus	1	2
Carpiodes_sp._Fink_and_Fink_1981	1	2
Pyrrhulina_australis	1	2
Notropis_hudsonius	1	2
Acestrorhynchus_minimus	1	2
Bryconaethiops_boulengeri	1	2
Oryzias_haugiangensis	1	2
Patagonotothen_ramsayi	1	2
Characidium_cf._zebra_Buckup_1998	1	2
Thrissops_subovatus	1	2
Gobionotothen	1	2
Seriola_dumerili	1	2
Isorineloricaria_spinosissma	1	2
Chaetostoma_pearsei	1	2
Mochokidae	1	2
Mastacembelus_albomaculatus	1	1
Dolichancistrus_atratoensis	1	2
Pachythrissops_propterus	1	2
Hemiancistrus_maracaiboensis	1	2
Zaireichthys_sp._B_Vigliotta_2008	1	2
Synodontis_serrata	1	2
Ptilichthys_goodei	1	1
Claroteidae	1	2
Pareiorhaphis_cameroni	1	2
Adrianichthys_poptae	1	2
Mochokus_niloticus	1	2
Imparfinis_microps	1	2
Scleromystax_prionotos	1	2
Centrophrynidae	1	2
Rosenblattichthys_hubbsi	1	2
Monognathidae	0	0
Osmeridae	1	2
Uncisudis_advena	1	2
Notropis_chrosomus	1	2
Imparfinis_sp._B_Bockmann_1998	1	2
Nedystoma_novaeguineae	1	2
Sternarchella_schotti	1	2
Mochokus_brevis	1	2
Hemiodus_sp._Fink_and_Fink_1981	1	2
Corydoras_reticulatus	1	2
Corydoras_bondi	1	2
Radiicephalus_elongatus	1	1
Mastacembelus_plagiostomus	1	1
Eremophilus	1	1
Zaireichthys_rotundiceps	1	2
Rita_gogra	1	2
Algansea_barbata	1	2
Corydoras_garbei	1	2
Belonion_apodion	1	1
Cnidoglanis_sp._Mo_1991	1	2
Pelteobagrus_nudiceps	1	2
Acanthobunocephalus_nicoi	1	2
Acentronichthys_leptos	1	2
Hypostomus_hemicochliodon	1	2
Pseudobagarius_pseudobagarius	1	2
Euchilichthys_dybowskii	1	2
Cinetodus_conorhynchus	1	2
Hypostomus_francisci	1	2
Brycon_sp._Fink_and_Fink_1981	1	2
Cyprinella_caerulea	1	2
Champsodontidae	1	2
Liparis_montagui	1	2
Lubbockichthys	1	1
Peckoltia_oligospila	1	2
Saurida_normani	1	2
Parabathymyrus	1	1
Cetopsis_pearsoni	1	2
Notropis_xaenocephalus	1	2
Psettodes	1	2
Mastacembelus_batesii	1	1
Xenoconger_fryeri	0	0
Gila	1	2
Schuettea	1	1
Raconda_russeliana	1	1
Mastacembelus_apectoralis	0	0
Hisonotus_laevior	1	2
Hoplomyzon_cf._papillatus_Friel_1994	1	2
Zeus_faber	1	2
Phtheirichthys_lineatus	1	2
Acrochordonichthys_ischnosoma	1	2
Opisthopterus_tardoore	1	1
Algansea_lacustris	1	2
Notropis_telescopus	1	2
Adrianichthys_oophorus	1	2
Leiocassis_sp._Mo_1991	1	2
Corydoras_sp._Mo_1991	1	2
Acestrorhynchus_heterolepis	1	2
Ituglanis_metae	1	2
Chiasmodontidae	1	2
Allothrissops_sp._Arratia_1999	1	2
Ixinandria_sp._Britto_2003	1	2
Notemigonus_crysoleucas	1	2
Cetopsis_gobioides	1	2
Oxycheilinus_celebicus	1	2
Acestrorhynchus_pantaneiro	1	2
Zaireichthys_sp._A_Vigliotta_2008	1	2
Corydoras_loretoensis	1	2
Neocyttus_rhomboidalis	1	2
Hemibagrus_wyckioides	1	2
Orthosternarchus_tamandua	1	2
Denticeps_clupeoides	1	2
Phenacorhamdia_unifasciata	1	2
Hypophthalmus_longifilis	1	2
Adontosternarchus_sp._Fink_and_Fink_1981	1	2
Rhamdiopsis_moreirai	1	2
Tandanus_tandanus	1	2
Sargocentron_punctatissimum	1	2
Pseudolaguvia_tuberculata	1	2
Indostomidae	1	1
Rhamphichthyidae	1	1
Notropis_cummingsae	1	2
Acestrorhynchus_lacustris	1	2
Notropis_edwardraneyi	1	2
Euchilichthys_royauxi	1	2
Homaloptera_smithi	1	2
Ernstichthys_intonsus	1	2
Amphilius_cryptobullatus	1	2
Cyprinella_pyrrhomelas	1	2
Corymbophanes_kaiei	1	2
Hiodon_alosoides	1	2
Corymbophanes_andersoni	1	2
Arius_manillensis	1	2
Synodus_variegatus	1	2
Xyliphius_lepturus	1	2
Ipnops_murrayi	1	2
Labracinus	1	1
Notropis_dorsalis	1	2
Notropis_boops	1	2
Pseudotrichonotus_altivelis	1	2
Bathypterois_longipes	1	2
Pelteobagrus_intermedius	1	2
Bagarius_yarrelli	1	2
Humbertia_sp._Arratia_1999	1	2
Amarginops_hildae	1	2
Oreosomatidae	1	2
Hypoptopoma_sp._Armbruster_2004	1	2
Hypoptopoma_thoracatum	1	2
Oxycheilinus_digrammus	1	2
Imparfinis_hollandi	1	2
Cetopsis_arcana	1	2
Oryzias_bonneorum	1	2
Brachyplatystoma_filamentosum	1	2
Microglanis_cibelae	1	2
Engraulis_encrasicolus	1	2
Cinetodus_froggatti	1	2
Pygidianops_eigenmanni	1	1
Trachydoras_microstomus	1	2
Erethistes_sp._de_Pinna_1996	1	2
Loricaria_cataphracta	1	2
Chaetostoma_anomalum	1	2
Cheimarrichthyidae	1	2
Hemimyzon_formosanus	1	2
Silurus_meridionalis	1	2
Harpadon_nehereus	1	2
Bathysaurus_mollis	1	2
Lamontichthys_filamentosus	1	2
Pseudomystus_siamensis	1	2
Hiodon_tergisus	1	2
Ageneiosus_sp._1_Mo_1991	1	2
Macrouroides_inflaticeps	1	1
Pseudauchenipterus_nodosus	1	2
Pimelodus_ornatus	1	2
Duboisialestes_tumbensis	1	2
Aspidoras_aff._poecilus_Britto_2003	1	2
Xyliphius_kryptos	1	2
Brevoortia_tyrannus	1	2
Kneria_wittei	1	2
Richardsonius_balteatus	1	2
Compasaria_sp._1_Albert_2001	1	2
Chandramara_chandramara	1	2
Chaudhuriidae	1	1
Bagridae	1	2
Lonchogenys_ilisha	1	2
Cobitis_takatsuensis	1	2
Adrianichthys_roseni	1	2
Parakysis_verrucosus	1	2
Kronichthys_heylandi	1	2
Scopelarchus_analis	1	2
Brustiarius_solidus	1	2
Scleropages_formosus	1	2
Gordichthys	1	2
Chrysichthys_ornatus	1	2
Corydoras_axelrodi	1	2
Arius_sp._Royero_1999	1	2
Hemiancistrus_sp._Armbruster_2004	1	2
Akysis_sp._1_de_Pinna_1996	1	2
Pimelodella_australis	1	2
Homaloptera_sp._Fink_and_Fink_1981	1	2
Ascalabos_voithii	1	2
Denticetopsis_macilenta	1	2
Denticetopsis_epa	1	2
Ictiobus_niger	1	2
Alestopetersius_hilgendorfi	1	2
Pungitius_pungitius	1	2
Micralestes_lualabae	1	2
Oxyropsis_wrightiana	1	2
Chrysichthys_thonneri	1	2
Oxycheilinus_mentalis	1	2
Helogenes_marmoratus	1	2
Ompok_miostoma	1	2
Tetracamphilius_notatus	1	2
Synodontis_haugi	1	2
Teleostei	1	2
Chrysichthys_platycephalus	1	2
